artist,time,title,day,month,station
Portugal. The Man,9:49 PM,Feel It Still,28,11,94.9
Natasha Bedingfield,9:46 PM,Pocketful of Sunshine,28,11,94.9
Olivia Holt,9:43 PM,Generous,28,11,94.9
Jack Ü,9:40 PM,Where Are Ü Now (with Justin Bieber),28,11,94.9
Niall Horan,9:37 PM,Too Much To Ask,28,11,94.9
Post Malone,9:34 PM,rockstar [Feat. 21 Savage],28,11,94.9
Demi Lovato,9:31 PM,Sorry Not Sorry,28,11,94.9
Khalid,9:27 PM,Young Dumb & Broke,28,11,94.9
Portugal. The Man,9:25 PM,Feel It Still,28,11,94.9
Calvin Harris feat. Frank Ocean & Migos,9:22 PM,Slide,28,11,94.9
Dua Lipa,9:18 PM,New Rules,28,11,94.9
Olivia Holt,9:15 PM,Generous,28,11,94.9
Olivia Holt,9:15 PM,Generous,28,11,94.9
Charlie Puth,9:11 PM,How Long,28,11,94.9
Drake,9:08 PM,One Dance,28,11,94.9
Camila Cabello feat. Young Thug,9:01 PM,Havana,28,11,94.9
Ed Sheeran,8:57 PM,Perfect,28,11,94.9
Farruko feat. Bad Bunny & Rvssian,8:53 PM,Krippy Kush,28,11,94.9
Maroon 5,8:50 PM,What Lovers Do,28,11,94.9
Charlie Puth,8:47 PM,How Long,28,11,94.9
Charlie Puth,8:46 PM,How Long,28,11,94.9
Alt-J,8:44 PM,Left Hand Free,28,11,94.9
Lauv,8:41 PM,I Like Me Better,28,11,94.9
Lauv,7:47 PM,I Like Me Better,28,11,94.9
Ed Sheeran,7:44 PM,Perfect,28,11,94.9
Maroon 5,7:37 PM,What Lovers Do,28,11,94.9
Cardi B,7:33 PM,Bodak Yellow,28,11,94.9
Niall Horan,7:30 PM,Slow Hands,28,11,94.9
Camila Cabello feat. Young Thug,7:26 PM,Havana,28,11,94.9
Hailee Steinfeld & Alesso,7:23 PM,Let Me Go,28,11,94.9
Post Malone,7:20 PM,rockstar [Feat. 21 Savage],28,11,94.9
G-Eazy feat. A$AP Rocky & Cardi B,7:06 PM,No Limit,28,11,94.9
Imagine Dragons,7:03 PM,Thunder,28,11,94.9
Charlie Puth,6:55 PM,How Long,28,11,94.9
Destiny's Child featuring Kobe Bryant,6:51 PM,Say My Name (Album Version featuring Kobe Bryant),28,11,94.9
Portugal. The Man,6:48 PM,Feel It Still,28,11,94.9
Chris Brown,6:44 PM,Turn Up the Music,28,11,94.9
Ed Sheeran,6:33 PM,Shape of You,28,11,94.9
Camila Cabello feat. Young Thug,6:30 PM,Havana,28,11,94.9
Gwen Stefani,6:26 PM,Make Me Like You,28,11,94.9
Macklemore,6:17 PM,Good Old Days (feat. Kesha),28,11,94.9
Calvin Harris feat. Frank Ocean & Migos,6:14 PM,Slide,28,11,94.9
Maroon 5,6:11 PM,What Lovers Do,28,11,94.9
Halsey,6:08 PM,Bad At Love,28,11,94.9
The Weeknd,6:04 PM,Can't Feel My Face,28,11,94.9
Imagine Dragons,5:58 PM,Thunder,28,11,94.9
Halsey,4:56 PM,Bad At Love,28,11,94.9
Major Lazer,4:53 PM,Cold Water,28,11,94.9
Imagine Dragons,4:50 PM,Thunder,28,11,94.9
Alessia Cara,4:47 PM,Here [2:00 AM Version],28,11,94.9
Alessia Cara,4:47 PM,Here [2:00 AM Version],28,11,94.9
Charlie Puth,4:35 PM,Attention,28,11,94.9
Post Malone,4:32 PM,rockstar [Feat. 21 Savage],28,11,94.9
TLC,4:25 PM,No Scrubs,28,11,94.9
Portugal. The Man,4:22 PM,Feel It Still,28,11,94.9
Dua Lipa,4:19 PM,New Rules,28,11,94.9
Kygo & Selena Gomez,4:07 PM,It Ain't Me,28,11,94.9
Lorde,4:04 PM,Homemade Dynamite,28,11,94.9
Camila Cabello feat. Young Thug,4:00 PM,Havana,28,11,94.9
Ed Sheeran,3:56 PM,Perfect,28,11,94.9
Ne-Yo,3:52 PM,Miss Independent,28,11,94.9
Ne-Yo,3:52 PM,Miss Independent,28,11,94.9
Maroon 5,3:49 PM,What Lovers Do,28,11,94.9
Shawn Mendes,3:45 PM,Something Big,28,11,94.9
Halsey,3:38 PM,Bad At Love,28,11,94.9
Bruno Mars,3:35 PM,That's What I Like,28,11,94.9
Imagine Dragons,3:32 PM,Thunder,28,11,94.9
P!nk,3:27 PM,Beautiful Trauma,28,11,94.9
Hailee Steinfeld & Alesso,3:22 PM,Let Me Go,28,11,94.9
Post Malone,3:19 PM,rockstar [Feat. 21 Savage],28,11,94.9
Charlie Puth,3:16 PM,How Long,28,11,94.9
Gwen Stefani,3:12 PM,Hollaback Girl,28,11,94.9
Demi Lovato,3:04 PM,Sorry Not Sorry,28,11,94.9
Portugal. The Man,2:58 PM,Feel It Still,28,11,94.9
Camila Cabello feat. Young Thug,2:51 PM,Havana,28,11,94.9
Camila Cabello feat. Young Thug,2:51 PM,Havana,28,11,94.9
The Chainsmokers feat. Halsey,2:47 PM,Closer,28,11,94.9
Ed Sheeran,2:43 PM,Perfect,28,11,94.9
Liam Payne,2:33 PM,Strip That Down,28,11,94.9
Maroon 5,2:30 PM,What Lovers Do,28,11,94.9
Macklemore,2:26 PM,Good Old Days (feat. Kesha),28,11,94.9
Justin Timberlake Featuring T.I.,2:21 PM,My Love,28,11,94.9
Imagine Dragons,2:19 PM,Thunder,28,11,94.9
Dua Lipa,2:15 PM,New Rules,28,11,94.9
Niall Horan,2:06 PM,Slow Hands,28,11,94.9
"Sofi Tukker feat. NERVO, The Knocks & Alisa Ueno",2:03 PM,Best Friend,28,11,94.9
Post Malone,1:59 PM,rockstar [Feat. 21 Savage],28,11,94.9
Charlie Puth,1:56 PM,How Long,28,11,94.9
Charlie Puth,1:56 PM,How Long,28,11,94.9
The Weeknd,1:53 PM,Starboy,28,11,94.9
Portugal. The Man,1:50 PM,Feel It Still,28,11,94.9
Halsey,1:47 PM,Bad At Love,28,11,94.9
Disclosure,1:37 PM,Latch,28,11,94.9
Camila Cabello feat. Young Thug,1:34 PM,Havana,28,11,94.9
Tove Lo,1:30 PM,Talking Body,28,11,94.9
Niall Horan,1:27 PM,Too Much To Ask,28,11,94.9
Maroon 5,1:23 PM,What Lovers Do,28,11,94.9
Charlie Puth,1:20 PM,Attention,28,11,94.9
Zedd,1:06 PM,Clarity,28,11,94.9
Imagine Dragons,12:59 PM,Thunder,28,11,94.9
Dua Lipa,12:55 PM,New Rules,28,11,94.9
Post Malone,12:52 PM,rockstar [Feat. 21 Savage],28,11,94.9
Sia feat. Sean Paul,12:49 PM,Cheap Thrills,28,11,94.9
Charlie Puth,12:39 PM,How Long,28,11,94.9
Portugal. The Man,12:37 PM,Feel It Still,28,11,94.9
Calvin Harris feat. Frank Ocean & Migos,12:33 PM,Slide,28,11,94.9
Katy Perry,12:30 PM,Rise,28,11,94.9
Jacob Whitesides,11:40 AM,Lovesick,28,11,94.9
Justin Bieber,11:31 AM,Sorry,28,11,94.9
Post Malone,11:28 AM,rockstar [Feat. 21 Savage],28,11,94.9
Hailee Steinfeld & Alesso,11:25 AM,Let Me Go,28,11,94.9
The Weeknd,11:21 AM,I Feel It Coming,28,11,94.9
Portugal. The Man,11:18 AM,Feel It Still,28,11,94.9
Dua Lipa,11:15 AM,New Rules,28,11,94.9
Liam Payne,11:05 AM,Strip That Down,28,11,94.9
"Sofi Tukker feat. NERVO, The Knocks & Alisa Ueno",11:02 AM,Best Friend,28,11,94.9
Camila Cabello feat. Young Thug,10:58 AM,Havana,28,11,94.9
Ed Sheeran,10:54 AM,Perfect,28,11,94.9
Bruno Mars,10:51 AM,That's What I Like,28,11,94.9
Maroon 5,10:47 AM,What Lovers Do,28,11,94.9
Charlie Puth,10:44 AM,How Long,28,11,94.9
Cassie,10:35 AM,Me & U,28,11,94.9
Imagine Dragons,10:33 AM,Thunder,28,11,94.9
Post Malone,10:26 AM,rockstar [Feat. 21 Savage],28,11,94.9
Zedd & Alessia Cara,10:22 AM,Stay,28,11,94.9
Halsey,10:20 AM,Bad At Love,28,11,94.9
Halsey,10:20 AM,Bad At Love,28,11,94.9
Macklemore,10:06 AM,Good Old Days (feat. Kesha),28,11,94.9
Portugal. The Man,10:03 AM,Feel It Still,28,11,94.9
Dua Lipa,10:00 AM,New Rules,28,11,94.9
Camila Cabello feat. Young Thug,9:56 AM,Havana,28,11,94.9
The Chainsmokers feat. Halsey,9:52 AM,Closer,28,11,94.9
Beyoncé featuring Sean Paul,9:48 AM,Baby Boy,28,11,94.9
Nelly,9:44 AM,Hot In Herre,28,11,94.9
Maroon 5,9:37 AM,What Lovers Do,28,11,94.9
Drake,9:31 AM,One Dance,28,11,94.9
Imagine Dragons,9:28 AM,Thunder,28,11,94.9
Demi Lovato,9:21 AM,Sorry Not Sorry,28,11,94.9
Niall Horan,9:18 AM,Too Much To Ask,28,11,94.9
Post Malone,9:02 AM,rockstar [Feat. 21 Savage],28,11,94.9
Portugal. The Man,8:52 AM,Feel It Still,28,11,94.9
Liam Payne,8:49 AM,Strip That Down,28,11,94.9
Katy Tiz,8:45 AM,The Big Bang,28,11,94.9
Rihanna,8:29 AM,Disturbia,28,11,94.9
Camila Cabello feat. Young Thug,8:20 AM,Havana,28,11,94.9
Niall Horan,8:17 AM,Slow Hands,28,11,94.9
Maroon 5,8:01 AM,What Lovers Do,28,11,94.9
Mike Posner,7:52 AM,I Took A Pill In Ibiza,28,11,94.9
Halsey,7:49 AM,Bad At Love,28,11,94.9
Beyoncé,7:43 AM,Halo,28,11,94.9
Ed Sheeran,7:19 AM,Shape of You,28,11,94.9
Anna Kendrick,7:15 AM,Cups (Pitch Perfect’s “When I’m Gone”),28,11,94.9
Portugal. The Man,7:00 AM,Feel It Still,28,11,94.9
Camila Cabello feat. Young Thug,6:52 AM,Havana,28,11,94.9
Demi Lovato,6:48 AM,Sorry Not Sorry,28,11,94.9
MUNA,6:44 AM,I Know A Place,28,11,94.9
B.o.B,6:31 AM,Airplanes (feat. Hayley Williams of Paramore),28,11,94.9
Maroon 5,6:22 AM,What Lovers Do,28,11,94.9
Calvin Harris feat. Frank Ocean & Migos,6:19 AM,Slide,28,11,94.9
Imagine Dragons,6:01 AM,Thunder,28,11,94.9
Lorde,5:58 AM,Homemade Dynamite,28,11,94.9
Portugal. The Man,5:55 AM,Feel It Still,28,11,94.9
Ed Sheeran,5:51 AM,Perfect,28,11,94.9
Katy Perry,5:47 AM,Birthday,28,11,94.9
Katy Perry,5:47 AM,Birthday,28,11,94.9
Liam Payne,5:40 AM,Bedroom Floor,28,11,94.9
Post Malone,5:37 AM,rockstar [Feat. 21 Savage],28,11,94.9
The Chainsmokers & Coldplay,5:33 AM,Something Just Like This,28,11,94.9
Charlie Puth,5:30 AM,How Long,28,11,94.9
Sam Smith,5:27 AM,Too Good At Goodbyes,28,11,94.9
Camila Cabello feat. Young Thug,5:23 AM,Havana,28,11,94.9
Shawn Mendes,5:20 AM,There's Nothing Holdin' Me Back,28,11,94.9
Liam Payne,5:05 AM,Strip That Down,28,11,94.9
Maroon 5,5:02 AM,What Lovers Do,28,11,94.9
Ed Sheeran,5:00 AM,Shape of You,28,11,94.9
Wiz Khalifa,4:59 AM,Black And Yellow,28,11,94.9
Taylor Swift,4:56 AM,Look What You Made Me Do,28,11,94.9
Taylor Swift,4:56 AM,Look What You Made Me Do,28,11,94.9
Omarion,4:52 AM,Post To Be (feat. Chris Brown & Jhene Aiko),28,11,94.9
Fetty Wap,4:49 AM,679 (feat. Monty),28,11,94.9
Fetty Wap,4:49 AM,679 (feat. Monty),28,11,94.9
Flo Rida,4:45 AM,Low,28,11,94.9
Kevin Gates,4:41 AM,2 Phones,28,11,94.9
Kevin Gates,4:41 AM,2 Phones,28,11,94.9
Kevin Gates,4:41 AM,2 Phones,28,11,94.9
Charlie Puth,4:38 AM,Attention,28,11,94.9
Migos,4:32 AM,Bad and Boujee (feat. Lil Uzi Vert),28,11,94.9
Migos,4:32 AM,Bad and Boujee (feat. Lil Uzi Vert),28,11,94.9
Jason Derulo,4:29 AM,Talk Dirty (feat. 2 Chainz),28,11,94.9
Cardi B,4:26 AM,Bodak Yellow,28,11,94.9
Cardi B,4:26 AM,Bodak Yellow,28,11,94.9
Gucci Mane,4:23 AM,Both (feat. Drake),28,11,94.9
"Lil Wayne, Wiz Khalifa & Imagine Dragons",4:19 AM,"Sucker For Pain (with Logic, Ty Dolla $ign & X Ambassadors)",28,11,94.9
"Lil Wayne, Wiz Khalifa & Imagine Dragons",4:19 AM,"Sucker For Pain (with Logic, Ty Dolla $ign & X Ambassadors)",28,11,94.9
Olivia Holt,4:15 AM,Generous,28,11,94.9
Waka Flocka Flame,4:11 AM,No Hands (feat. Roscoe Dash and Wale),28,11,94.9
Clean Bandit,4:08 AM,Rockabye,28,11,94.9
Ty Dolla $ign,4:05 AM,Saved (feat. E-40),28,11,94.9
Ty Dolla $ign,4:05 AM,Saved (feat. E-40),28,11,94.9
Charlie Puth,4:02 AM,How Long,28,11,94.9
Bruno Mars,3:58 AM,24K Magic,28,11,94.9
Childish Gambino,3:55 AM,Redbone,28,11,94.9
Flo Rida,3:51 AM,My House,28,11,94.9
Migos,3:48 AM,T-Shirt,28,11,94.9
Migos,3:47 AM,T-Shirt,28,11,94.9
Macklemore & Ryan Lewis,3:44 AM,Can't Hold Us (feat. Ray Dalton),28,11,94.9
Kyle,3:40 AM,iSpy (feat. Lil Yachty),28,11,94.9
Meek Mill,3:36 AM,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),28,11,94.9
"Major Lazer featuring Travis Scott, Camila Cabello and Quavo",3:33 AM,Know No Better,28,11,94.9
"Major Lazer featuring Travis Scott, Camila Cabello and Quavo",3:33 AM,Know No Better,28,11,94.9
Ol' Dirty Bastard,3:29 AM,Got Your Money (feat. Kelis),28,11,94.9
Chance the Rapper,3:25 AM,No Problem (feat. Lil Wayne & 2 Chainz),28,11,94.9
Chance the Rapper,3:25 AM,No Problem (feat. Lil Wayne & 2 Chainz),28,11,94.9
Wiz Khalifa,3:21 AM,Something New (feat. Ty Dolla $ign),28,11,94.9
Fetty Wap,3:18 AM,My Way (feat. Monty),28,11,94.9
Fetty Wap,3:18 AM,My Way (feat. Monty),28,11,94.9
Lauv,3:15 AM,I Like Me Better,28,11,94.9
Bruno Mars,3:07 AM,That's What I Like,28,11,94.9
LIL UZI VERT,3:04 AM,XO TOUR Llif3,28,11,94.9
LIL UZI VERT,3:04 AM,XO TOUR Llif3,28,11,94.9
Ed Sheeran,3:01 AM,Perfect,28,11,94.9
B.o.B,2:58 AM,Airplanes (feat. Hayley Williams of Paramore),28,11,94.9
Macklemore,2:54 AM,Glorious (feat. Skylar Grey),28,11,94.9
Cheat Codes,2:50 AM,No Promises (feat. Demi Lovato) [Stripped Version],28,11,94.9
Ed Sheeran,2:47 AM,Shape of You,28,11,94.9
Ed Sheeran,2:47 AM,Shape of You,28,11,94.9
Taylor Swift,2:39 AM,Look What You Made Me Do,28,11,94.9
Taylor Swift,2:39 AM,Look What You Made Me Do,28,11,94.9
Ty Dolla $ign,2:36 AM,Love U Better (feat. Lil Wayne & The-Dream),28,11,94.9
Fetty Wap,2:32 AM,Trap Queen (feat. Quavo & Gucci Mane),28,11,94.9
Fetty Wap,2:32 AM,Trap Queen (feat. Quavo & Gucci Mane),28,11,94.9
Lil' Kim,2:29 AM,Magic Stick,28,11,94.9
Omarion,2:25 AM,Post To Be (feat. Chris Brown & Jhene Aiko),28,11,94.9
Omarion,2:25 AM,Post To Be (feat. Chris Brown & Jhene Aiko),28,11,94.9
Kevin Gates,2:21 AM,2 Phones,28,11,94.9
Charlie Puth,2:18 AM,Attention,28,11,94.9
Portugal. The Man,2:15 AM,Feel It Still,28,11,94.9
Jason Derulo,2:11 AM,Want to Want Me,28,11,94.9
Jason Derulo,2:11 AM,Want to Want Me,28,11,94.9
Cardi B,2:08 AM,Bodak Yellow,28,11,94.9
Gucci Mane,2:05 AM,Both (feat. Drake),28,11,94.9
Gucci Mane,2:05 AM,Both (feat. Drake),28,11,94.9
Gucci Mane,2:05 AM,Both (feat. Drake),28,11,94.9
Olivia Holt,2:02 AM,Generous,28,11,94.9
Migos,1:56 AM,Bad and Boujee (feat. Lil Uzi Vert),28,11,94.9
Migos,1:56 AM,Bad and Boujee (feat. Lil Uzi Vert),28,11,94.9
Bruno Mars,1:52 AM,Locked Out Of Heaven,28,11,94.9
Clean Bandit,1:49 AM,Rockabye,28,11,94.9
Clean Bandit,1:49 AM,Rockabye,28,11,94.9
"Lil Wayne, Wiz Khalifa & Imagine Dragons",1:45 AM,"Sucker For Pain (with Logic, Ty Dolla $ign & X Ambassadors)",28,11,94.9
Fetty Wap,1:42 AM,679 (feat. Monty),28,11,94.9
Fetty Wap,1:42 AM,679 (feat. Monty),28,11,94.9
B.o.B,1:37 AM,Nothin' On You (feat. Bruno Mars),28,11,94.9
Childish Gambino,1:34 AM,Redbone,28,11,94.9
Childish Gambino,1:34 AM,Redbone,28,11,94.9
Ty Dolla $ign,1:31 AM,Saved (feat. E-40),28,11,94.9
Flo Rida,1:28 AM,My House,28,11,94.9
Flo Rida,1:28 AM,My House,28,11,94.9
T.I.,1:24 AM,Whatever You Like,28,11,94.9
Kyle,1:20 AM,iSpy (feat. Lil Yachty),28,11,94.9
Kyle,1:20 AM,iSpy (feat. Lil Yachty),28,11,94.9
Gucci Mane,1:16 AM,I Get The Bag (feat. Migos),28,11,94.9
Meek Mill,1:13 AM,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),28,11,94.9
Meek Mill,1:13 AM,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),28,11,94.9
Charlie Puth,1:10 AM,How Long,28,11,94.9
"Major Lazer featuring Travis Scott, Camila Cabello and Quavo",1:03 AM,Know No Better,28,11,94.9
Bruno Mars,1:00 AM,That's What I Like,28,11,94.9
Bruno Mars,1:00 AM,That's What I Like,28,11,94.9
Ed Sheeran,12:56 AM,Perfect,28,11,94.9
Liam Payne,12:53 AM,Bedroom Floor,28,11,94.9
Bruno Mars,12:50 AM,That's What I Like,28,11,94.9
Daya,12:46 AM,New,28,11,94.9
Daya,12:46 AM,New,28,11,94.9
Bruno Mars,12:45 AM,That's What I Like,28,11,94.9
Lauv,12:42 AM,I Like Me Better,28,11,94.9
Portugal. The Man,12:39 AM,Feel It Still,28,11,94.9
Khalid,12:36 AM,Young Dumb & Broke,28,11,94.9
Camila Cabello feat. Young Thug,12:32 AM,Havana,28,11,94.9
Hailee Steinfeld & Alesso,12:30 AM,Let Me Go,28,11,94.9
Charlie Puth,12:26 AM,How Long,28,11,94.9
Zedd & Alessia Cara,12:23 AM,Stay,28,11,94.9
Cardi B,12:20 AM,Bodak Yellow,28,11,94.9
Maroon 5,12:16 AM,What Lovers Do,28,11,94.9
Halsey,12:13 AM,Bad At Love,28,11,94.9
Lauv,12:13 AM,I Like Me Better,28,11,94.9
Ed Sheeran,12:11 AM,Perfect,28,11,94.9
"Sofi Tukker feat. NERVO, The Knocks & Alisa Ueno",12:08 AM,Best Friend,28,11,94.9
Liam Payne,12:04 AM,Strip That Down,28,11,94.9
Imagine Dragons,12:01 AM,Thunder,28,11,94.9
Post Malone,11:50 PM,rockstar [Feat. 21 Savage],27,11,94.9
Halsey,11:48 PM,Bad At Love,27,11,94.9
Ed Sheeran,11:44 PM,Perfect,27,11,94.9
Macklemore,11:37 PM,Good Old Days (feat. Kesha),27,11,94.9
Zedd & Alessia Cara,11:33 PM,Stay,27,11,94.9
Ed Sheeran,11:29 PM,Perfect,27,11,94.9
Camila Cabello feat. Young Thug,11:26 PM,Havana,27,11,94.9
Camila Cabello feat. Young Thug,11:26 PM,Havana,27,11,94.9
Jain,11:23 PM,Makeba,27,11,94.9
Portugal. The Man,11:20 PM,Feel It Still,27,11,94.9
Cardi B,11:16 PM,Bodak Yellow,27,11,94.9
Portugal. The Man,11:16 PM,Feel It Still,27,11,94.9
Meghan Trainor feat. Yo Gotti,11:13 PM,Better,27,11,94.9
Olivia Holt,11:10 PM,Generous,27,11,94.9
Charlie Puth,11:07 PM,Attention,27,11,94.9
Khalid,11:03 PM,Young Dumb & Broke,27,11,94.9
Imagine Dragons,11:00 PM,Thunder,27,11,94.9
Dua Lipa,10:57 PM,New Rules,27,11,94.9
G-Eazy feat. A$AP Rocky & Cardi B,10:53 PM,No Limit,27,11,94.9
Maroon 5,10:50 PM,What Lovers Do,27,11,94.9
Maroon 5,10:50 PM,What Lovers Do,27,11,94.9
Charlie Puth,10:47 PM,How Long,27,11,94.9
Olivia Holt,10:47 PM,Generous,27,11,94.9
Ariana Grande,10:44 PM,Be Alright,27,11,94.9
Charlie Puth,10:41 PM,How Long,27,11,94.9
Charlie Puth,10:41 PM,How Long,27,11,94.9
Niall Horan,10:37 PM,Too Much To Ask,27,11,94.9
Demi Lovato,10:34 PM,Sorry Not Sorry,27,11,94.9
Post Malone,10:31 PM,rockstar [Feat. 21 Savage],27,11,94.9
Marshmello feat. Khalid,10:28 PM,Silence,27,11,94.9
Halsey,10:25 PM,Bad At Love,27,11,94.9
Portugal. The Man,10:23 PM,Feel It Still,27,11,94.9
Post Malone,10:19 PM,I Fall Apart,27,11,94.9
Shawn Mendes,10:16 PM,There's Nothing Holdin' Me Back,27,11,94.9
Shawn Mendes,10:16 PM,There's Nothing Holdin' Me Back,27,11,94.9
Shawn Mendes,10:16 PM,There's Nothing Holdin' Me Back,27,11,94.9
Charlie Puth,10:16 PM,How Long,27,11,94.9
Shakira,10:13 PM,"Whenever, Wherever",27,11,94.9
Lauv,10:10 PM,I Like Me Better,27,11,94.9
Drake,10:03 PM,One Dance,27,11,94.9
Camila Cabello feat. Young Thug,10:00 PM,Havana,27,11,94.9
Dua Lipa,9:56 PM,New Rules,27,11,94.9
