artist,time,title,day,month,station
Ed Sheeran,9:43 PM,Perfect,30,11,94.9
Portugal. The Man,9:39 PM,Feel It Still,30,11,94.9
"Sofi Tukker feat. NERVO, The Knocks & Alisa Ueno",9:36 PM,Best Friend,30,11,94.9
The Chainsmokers & Coldplay,9:33 PM,Something Just Like This,30,11,94.9
Camila Cabello feat. Young Thug,9:29 PM,Havana,30,11,94.9
Kygo & Selena Gomez,9:23 PM,It Ain't Me,30,11,94.9
Maroon 5,9:19 PM,What Lovers Do,30,11,94.9
Portugal. The Man,9:16 PM,Feel It Still,30,11,94.9
Travie McCoy,9:16 PM,Billionaire (feat. Bruno Mars),30,11,94.9
Travie McCoy,9:16 PM,Billionaire (feat. Bruno Mars),30,11,94.9
Olivia Holt,9:11 PM,Generous,30,11,94.9
Liam Payne,9:08 PM,Strip That Down,30,11,94.9
Imagine Dragons,9:01 PM,Thunder,30,11,94.9
Halsey,8:57 PM,Bad At Love,30,11,94.9
Marshmello feat. Khalid,8:54 PM,Silence,30,11,94.9
Post Malone,8:51 PM,rockstar [Feat. 21 Savage],30,11,94.9
Charlie Puth,8:48 PM,How Long,30,11,94.9
Olivia Holt,8:48 PM,Generous,30,11,94.9
Charlie Puth,7:46 PM,How Long,30,11,94.9
Lauv,7:43 PM,I Like Me Better,30,11,94.9
Khalid,7:36 PM,Young Dumb & Broke,30,11,94.9
Bruno Mars,7:33 PM,That's What I Like,30,11,94.9
Charlie Puth,7:30 PM,How Long,30,11,94.9
Post Malone,7:27 PM,rockstar [Feat. 21 Savage],30,11,94.9
Camila Cabello feat. Young Thug,7:20 PM,Havana,30,11,94.9
"Sofi Tukker feat. NERVO, The Knocks & Alisa Ueno",7:17 PM,Best Friend,30,11,94.9
Portugal. The Man,7:02 PM,Feel It Still,30,11,94.9
Niall Horan,6:59 PM,Too Much To Ask,30,11,94.9
Halsey,6:56 PM,Bad At Love,30,11,94.9
The Weeknd,6:52 PM,Starboy,30,11,94.9
Maroon 5,6:49 PM,What Lovers Do,30,11,94.9
Nelly,6:45 PM,Hot In Herre,30,11,94.9
Selena Gomez,6:34 PM,Same Old Love,30,11,94.9
Imagine Dragons,6:31 PM,Thunder,30,11,94.9
"Sofi Tukker feat. NERVO, The Knocks & Alisa Ueno",6:20 PM,Best Friend,30,11,94.9
Zedd & Alessia Cara,6:17 PM,Stay,30,11,94.9
Post Malone,6:14 PM,rockstar [Feat. 21 Savage],30,11,94.9
Dua Lipa,6:10 PM,New Rules,30,11,94.9
Liam Payne,6:07 PM,Strip That Down,30,11,94.9
Portugal. The Man,6:00 PM,Feel It Still,30,11,94.9
Nick Jonas,5:57 PM,Levels,30,11,94.9
Bruno Mars,4:55 PM,That's What I Like,30,11,94.9
Dua Lipa,4:51 PM,New Rules,30,11,94.9
Kanye West,4:48 PM,Gold Digger,30,11,94.9
Portugal. The Man,4:45 PM,Feel It Still,30,11,94.9
Shawn Mendes,4:40 PM,Stitches (MTV Unplugged),30,11,94.9
Camila Cabello feat. Young Thug,4:33 PM,Havana,30,11,94.9
Usher feat. Pitbull,4:29 PM,DJ Got Us Fallin' In Love,30,11,94.9
Macklemore,4:25 PM,Good Old Days (feat. Kesha),30,11,94.9
Calvin Harris feat. Frank Ocean & Migos,4:22 PM,Slide,30,11,94.9
Maroon 5,4:19 PM,What Lovers Do,30,11,94.9
DJ Khaled feat. Rihanna & Bryson Tiller,4:15 PM,Wild Thoughts,30,11,94.9
Ed Sheeran,4:10 PM,Perfect,30,11,94.9
Demi Lovato,4:07 PM,Sorry Not Sorry,30,11,94.9
Imagine Dragons,4:00 PM,Thunder,30,11,94.9
Beyoncé featuring Sean Paul,3:56 PM,Baby Boy,30,11,94.9
